num_genomes,tool,walltime,cputime,max_rss,avg_rss
1,diamond_fast,6.401069487461165,494.64294280349964,644845.3796976912,0.0
1,diamond_sensitive,62.98083890697566,5588.580418150677,583238.6402085626,0.0
1,"sourmash,k=11",2.691869682834521,4.9206730458840475,13072.35243173897,0.0
1,"sourmash,k=15",2.5213513038503765,4.718643769178617,17761.69725094665,0.0
2,diamond_fast,5.381449122781728,470.3241919722251,585157.8758301896,0.0
2,diamond_sensitive,59.186882424341064,4997.973433170459,516194.8878469772,0.0
2,"sourmash,k=11",3.3200600639670492,6.255911281274988,12863.037806435776,0.0
2,"sourmash,k=15",3.205985619185507,5.318909436325904,15824.151601799525,0.0
4,diamond_fast,4.8537858236803935,509.2634449411287,515560.1227758755,0.0
4,diamond_sensitive,52.70864969410508,4728.870023211996,329210.7153034696,0.0
4,"sourmash,k=11",4.141141952347846,6.469729780181814,10217.568859447481,0.0
4,"sourmash,k=15",3.8719178587950664,6.814145179742816,10626.798008730906,0.0
8,diamond_fast,4.399340032685368,376.2306077945671,363611.1308223213,0.0
8,diamond_sensitive,52.984478038142754,4212.937933174325,345760.68087870337,0.0
8,"sourmash,k=11",4.994089173152025,6.0302987538947415,7507.737048226055,0.0
8,"sourmash,k=15",4.65208728523967,6.257252653961657,6762.720564014066,0.0
16,diamond_fast,4.428584034604223,325.7559420919349,269951.886548986,0.0
16,diamond_sensitive,40.0855416535066,3477.2147285442343,205776.61940278628,0.0
16,"sourmash,k=11",5.63957403493597,7.145582382971783,5492.459362747133,0.0
16,"sourmash,k=15",5.013238261084092,6.271629271113346,5093.325581502096,0.0
32,diamond_fast,3.858166373360614,250.41675661935054,173176.0554030399,0.0
32,diamond_sensitive,26.888403692386508,2710.0448970876573,209124.5901553288,0.0
32,"sourmash,k=11",6.718295762473315,7.826166536246289,5179.0250435417465,0.0
32,"sourmash,k=15",5.792256361092291,7.121797480056478,5046.486141254879,0.0
64,diamond_fast,3.7922787273123237,315.9260722691759,205279.14375517744,0.0
64,diamond_sensitive,25.267041472253435,2611.567186248673,181528.80829531368,0.0
64,"sourmash,k=11",6.026329897753807,7.553195839361979,3636.0325146163023,0.0
64,"sourmash,k=15",4.88429218501419,5.914961524535449,3349.204488184233,0.0
128,diamond_fast,3.8339156533571868,265.4325380897668,106393.90412993499,0.0
128,diamond_sensitive,21.495405223430247,2048.5485876362554,201001.70376134844,0.0
128,"sourmash,k=11",5.487954592195496,6.238100211193948,3029.087356593974,0.0
128,"sourmash,k=15",4.567202510834748,6.855038906393112,2842.451733907158,0.0
256,diamond_fast,3.6164756637082234,238.31217904844132,63375.41531919139,0.0
256,diamond_sensitive,15.919660311965972,1549.6987658619719,135330.86018927436,0.0
256,"sourmash,k=11",3.9627071593461207,4.828224991798598,2052.0401794212476,0.0
256,"sourmash,k=15",3.401305660256467,4.413986009243335,2046.8573996968832,0.0
512,diamond_fast,3.821322053151266,253.51987973863876,74038.91283917215,0.0
512,diamond_sensitive,14.430819804879784,1268.9477345840362,129567.36653957283,0.0
512,"sourmash,k=11",5.207064507650281,6.297119072420728,2407.090832502658,0.0
512,"sourmash,k=15",3.9248069268323342,5.928045814910127,2340.224479028642,0.0
1024,diamond_fast,2.0752547214783226,227.020453222315,43279.0643702104,0.0
1024,diamond_sensitive,62.12694128168736,1422.5208284820644,129344.52594143242,0.0
1024,"sourmash,k=11",3.6577193132648467,5.426748581173199,1611.0696033811887,0.0
1024,"sourmash,k=15",3.152609140980961,4.996330473865957,1372.4979759101868,0.0
